"","Start date","End date","Year","Country name","Location","Latitude","Longitude","Magnitude value","Disaster Type","Disaster subtype","Associated dis.","Total deaths","Total affected","Total damage ('000 US$)","Insured losses ('000 US$)","Disaster No.","RainFall","Temp"
"1","/10/1964","/10/1964",1964,"India","Andhra Pradesh",NA,NA,350600,"Flood","--","--",18,32000000,500,NA,"1964-0055",65.431,24.7202
"2","/06/1966","/06/1966",1966,"India","Manipur, Assam",NA,NA,276600,"Flood","--","--",1200,1801000,1400,NA,"1966-0046",162.878,29.2624
"3","/07/1968","/07/1968",1968,"India","(1) Rajasthan, Gujarat - (2) North-East, West Bengal, Assam",NA,NA,312900,"Flood","Flash flood","--",239,8,94200,NA,"1968-0055",257.788,27.015
"4","/07/1970","/07/1970",1970,"India","North-East, Western, North",NA,NA,491400,"Flood","--","--",827,1200,101200,NA,"1970-0034",226.79,27.1535
"5","/06/1971","/06/1971",1971,"India","North",NA,NA,131743.41,"Flood","--","--",239,3000,530000,NA,"1971-0037",211.087,27.5838
"6","/07/1975","/07/1975",1975,"India","Northwest, Bihar",NA,NA,91960,"Flood","--","--",500,22120000,714259,NA,"1975-0037",284.53,26.395
"7","/07/1978","/07/1978",1978,"India","North, Northeast",NA,NA,147437,"Flood","--","--",229,17200000,165000,NA,"1978-0087",266.452,26.4109
"8","/09/1978","/09/1978",1978,"India","West Bengal",NA,NA,35550,"Flood","--","--",158,3000,1000,NA,"1978-0111",175.362,25.9029
"9","/07/1979","/07/1979",1979,"India","North West, North, North East",NA,NA,6530,"Flood","--","--",514,7200000,100000,NA,"1979-0060",218.972,27.5447
"10","/08/1980","/08/1980",1980,"India","Uttar Pradesh, Bihar, Gujarat, Kerala, Haryana",NA,NA,28684,"Flood","--","--",932,24600000,320000,NA,"1980-0074",250.343,26.3366
"11","4-7-1981","4-7-1981",1981,"India",NA,NA,NA,129500,"Flood","--","--",741,179000,250000,NA,"1981-0063",290.396,26.9377
"12","/08/1982","/08/1982",1982,"India","Northeast",NA,NA,35550,"Flood","--","--",44,10351000,700000,NA,"1982-0087",245.538,26.4681
"13","/05/1984","/05/1984",1984,"India","North-East states",NA,NA,177500,"Flood","--","--",15,3443989,90000,NA,"1984-0040",37.8376,30.9942
"14","/06/1985","/06/1985",1985,"India","Uttar Pradesh, West Bengal, Punjab (North, North-West, East India)",NA,NA,404,"Flood","--","--",284,12,500000,NA,"1985-0068",118.821,29.103
"15","/09/1985","/09/1985",1985,"India","Uttar Pradesh, Bihar",NA,NA,90000,"Flood","Riverine flood","--",325,24600000,308000,NA,"1985-0317",129.073,26.3416
"16","/08/1986","/08/1986",1986,"India","Andhra Pradesh",NA,NA,2400,"Flood","Riverine flood","--",100,3443989,100000,NA,"1986-0085",224.674,26.172
"17","10-10-1986","10-10-1986",1986,"India",NA,NA,NA,42597,"Flood","--","--",50,2000000,276100,NA,"1986-0239",59.8377,24.704
"18","/08/1987","/08/1987",1987,"India","Assam, Bihar, West Bengal",NA,NA,40000,"Flood","Riverine flood","--",2001,550000,545000,NA,"1987-0137",245.728,27.1904
"19","/06/1988","/06/1988",1988,"India","Bihar, West Bengal, Assam",NA,NA,312900,"Flood","Riverine flood","--",51,275000,929200,NA,"1988-0244",157.059,29.3925
"20","22-9-1988","9-10-1988",1988,"India","Punjab, Himachal Pradesh, Haryana, Jamuu and Kashmir, Delhi",NA,NA,28684,"Flood","Riverine flood","--",47,18400,18000,NA,"1988-0438",39.5473,24.6237
"21","10-6-1991","12-6-1991",1991,"India","Bombay, Kerala, Gujarat",NA,NA,491400,"Flood","Riverine flood","--",6054,1000000,100000,48000,"1991-0278",164.781,28.9311
"22","1-6-1991","9-7-1991",1991,"India","Kerala state",NA,NA,2400,"Flood","Riverine flood","--",239,10225000,118000,NA,"1991-0509",164.781,28.9311
"23","14-9-1991","15-9-1991",1991,"India","West Bengal state",NA,NA,91960,"Flood","Riverine flood","--",50,179000,40000,NA,"1991-0766",126.23,26.4251
"24","8-9-1992","31/09/1992",1992,"India","Uttar Pradesh, Jammu, Madhya Pradesh",NA,NA,2400,"Flood","Riverine flood","Slide (land, mud, snow, rock)",500,1801000,57850,NA,"1992-0083",157.851,25.9002
"25","8-10-1992","8-10-1992",1992,"India","Vamanapuram, Amravilla (Trivadrum district, Kerala state)",NA,NA,550,"Flood","Riverine flood","--",254,275000,182100,NA,"1992-0147",55.7493,24.6237
"26","10-11-1992","10-11-1992",1992,"India","Tamil Nadu, Kerala, Karnataka, Andhra Pradesh states",NA,NA,42597,"Flood","--","--",72,100000,69000,NA,"1992-0483",38.2194,21.0987
"27","8-7-1993","31-7-1993",1993,"India","Punjab, Haryana, Himachal Pradesh, Gujarat, Jammu and Kashmir, Rajasthan, Madhya Pradesh, Chandigarh, Assam states",NA,NA,80937,"Flood","--","--",18,70000,7000000,NA,"1993-0042",239.945,27.2327
"28","9-9-1993","17-9-1993",1993,"India","Uttar Pradesh",NA,NA,762900,"Flood","Riverine flood","--",810,100000,500000,NA,"1993-0325",191.799,26.1197
"29","/05/1994","/10/1994",1994,"India","Assam, Arunachal Pradesh, Jammu and Kashmir, Himachal, Punjab, Uttar Pradesh, Goa, Kerala, Gujarat states",NA,NA,93202.05,"Flood","--","--",33,900000,175000,NA,"1994-0068",88.0855,24.5888
"30","1-9-1995","20-9-1995",1995,"India","Bihar, Haryana, Punjab, Rajasthan, Himachal Pradesh, Jammu and Kasmir, Uttar Pradesh, West Bengal, Maharashtra states",NA,NA,762900,"Flood","Riverine flood","--",1479,22120000,258000,NA,"1995-0228",176.999,26.5087
"31","5-9-1995","8-9-1995",1995,"India","Sikkim state",NA,NA,6520,"Flood","Riverine flood","Slide (land, mud, snow, rock)",179,70000,252,NA,"1995-0485",176.999,26.5087
"32","23-10-1995","23-10-1995",1995,"India","Andhra Pradesh",NA,NA,165400,"Flood","Riverine flood","--",210,3267183,2000,NA,"1995-0491",77.7832,25.3159
"33","21-10-1996","25-10-1996",1996,"India","Tamil Nadu, Andhra Pradesh, Kerala, Karnataka states",NA,NA,177500,"Flood","Riverine flood","--",82,500,90400,NA,"1996-0245",92.4274,24.4623
"34","10-7-1996","24-7-1996",1996,"India","West Bengal, Arunachal Pradesh, Assam",NA,NA,129000,"Flood","Riverine flood","--",95,10351000,85000,NA,"1996-0496",236.322,27.3916
"35","25-8-1996","1-9-1996",1996,"India","Bihar, Assam, Gujarat, Haryana, Kerala, Rajasthan, Uttar Pradesh",NA,NA,28684,"Flood","--","--",82,3600000,17600,NA,"1996-0501",130.065,26.5663
"36","17-7-1996","10-8-1996",1996,"India","Kishanganj, Darbhanga, Sitamarhi, Saharsa districts (Bihar state)",NA,NA,171900,"Flood","Riverine flood","--",1479,3600000,980,NA,"1996-0503",254.773,26.0153
"37","8-8-1997","14-8-1997",1997,"India","Chandigarh, Chirgaon, Himalayan state of Himachal Pradesh.",NA,NA,309700,"Flood","Riverine flood","--",1600,10278,71000,6200,"1997-0170",264.946,26.4873
"38","22-6-1997","28-6-1997",1997,"India","Mehsana, Gandhi Nagar, Ahmedabad, Kheda, Sabarkanda, Vadodra, Banaskanda, Surender Nagar districts (Gujarat state)",NA,NA,312900,"Flood","Riverine flood","--",50,30000023,153800,NA,"1997-0337",149.317,29.0985
"39","20-9-1998","20-9-1998",1998,"India","Andhra Pradesh, Hyderabad",NA,NA,8000,"Flood","--","--",100,35000,528600,NA,"1998-0450",174.615,26.6861
"40","/09/1999","/09/1999",1999,"India","Uttar Pradesh, Bihar, West Bengal, Madhya Prasdeh, Delhi",NA,NA,131743.41,"Flood","--","--",47,40000,2400,NA,"1999-0371",171.147,26.5159
"41","2-8-2000","30-8-2000",2000,"India","Katihar, Sitamarhi districts (Bihar province), Kinnaur district (Himachal Pradesh province), Bankura, Barddhaman, Birbhum, Haora, Hugli, Maldah, Murshidabad, Nadia, North 24 Parganas, West Midnapore districts (West Bengal province), Pithoragarh, Naini Tal districts (Uttarakhand province), Ahmadabad district (Gujarat province), Andhra Pradesh, Assam, Arunachal Pradesh, Madhya Pradesh, Punjab, Uttar Pradesh, Maharashtra, Rajasthan, Chandigarh, Kerala",NA,NA,3e+05,"Flood","Riverine flood","--",992,50,43000,NA,"2000-0445",218.708,26.8333
"42","23-8-2000","31-8-2000",2000,"India","Adilabad, Cuddapah, East Godavari, Guntur, Hyderabad, Karimnagar, Khammam, Krishna, Kurnool, Mahbubnagar, Medak, Nalgonda, Nellore, Nizamabad, Prakasam, Rangareddi, Vishakhapatnam, Warangal, West Godavari districts (Andhra Pradesh province)",NA,NA,129500,"Flood","Flash flood","--",239,22120000,173000,NA,"2000-0534",218.708,26.8333
"43","18-9-2000","21-10-2000",2000,"India","Birbhum, Bardhaman, Murshidabad, Maldah districts (West Bengal province), Dumka, Sahibganj, Deoghar districts (Jharkhand province), Banka, Bhagalpur, Munger, Sheikhpura districts (Bihar province)",NA,NA,12680,"Flood","Riverine flood","--",741,252016,691500,NA,"2000-0610",40.0914,25.8498
"44","8-7-2001","10-7-2001",2001,"India","Marshagal, Mahakalpada villages (Kendrapara district, Orissa province), Kakatpur, Astaranga, Kanas, Delanga villages (Puri district, Orissa province), Banki, Kantapada villages (Cuttack district, Orissa province), Balipatna villages (Khordha district, Orissa province), Atharmalik villages (Angul district, Orissa province), Jajpur, Jagatsinghpur, Kalahandi, Koraput, Bolangir, Nayagarh, Baleshwar, Bhadrak districts (Orissa province), Dhamtari, Raipur, Mahasamund, Janjgir-Champa, Raigarh districts (Chhattisgarh province)",NA,NA,105100,"Flood","Riverine flood","--",80,9460,90000,NA,"2001-0332",225.672,26.923
"45","4-7-2001","16-7-2001",2001,"India","Idukki, Kottayam, Pattanamtitta, Kollam, Alappuzha districts (Kerala province)",NA,NA,4470,"Flood","Riverine flood","--",2001,1600000,116924,NA,"2001-0387",225.672,26.923
"46","20-8-2001","20-8-2001",2001,"India","Gopalganj, Purba Champaran, Pashchim Champaran, Muzaffarpur, Vaishali, Saran districts (Bihar province)",NA,NA,550,"Flood","--","--",325,18400,26000,NA,"2001-0515",201.707,26.7708
"47","/09/2001","/09/2001",2001,"India","Saran, Gopalganj, Purba Champaran, Madhubani districts (Bihar province), Uttar Pradesh province",NA,NA,90000,"Flood","Flash flood","--",51,4945,26000,NA,"2001-0527",84.3139,27.074
"48","7-9-2001","24-9-2001",2001,"India","Saran, Gopalganj districts (Bihar province)",NA,NA,276600,"Flood","--","--",500,33500000,103000,NA,"2001-0794",84.3139,27.074
"49","21-6-2002","28-8-2002",2002,"India","Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Araria, Begusarai, Bhagalpur, Darbhanga, Gopalganj, Katihar, Khagaria, Kishanganj, Madhepura, Madhubani, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Pruba Champaran, Purnia, Saharsa, Samastipur, Saran, Sheikhpura, Sheohar, Sitamarhi, Siwan, Supaul districts (Bihar province), Lahul and Spiti district (Himachal Pradesh province), Balaghat district (Madhya Pradesh province), Tehri Garhwal district (Uttarakhand province), Adilabad, Khammam, Karimnagar districts (Andhra Pradesh province), Jalpaiguri, Kochbihar, Darjiling districts (West Bengal province), Meghalaya, Tripura, Arunachal Pradesh, Gujarat, Kerala, Manipur, Maharashrta provinces",NA,NA,276600,"Flood","Riverine flood","--",82,22000000,30772,NA,"2002-0374",232.01,26.57
"50","11-8-2002","13-8-2002",2002,"India","Tehri Garhwal district (Uttaranchal province), Bihar, Assam, Manipur provinces",NA,NA,6770,"Flood","Riverine flood","--",355,12060050,20000,NA,"2002-0490",232.01,26.57
"51","27-8-2003","20-10-2003",2003,"India","Cuttack, Jagatsinghpur, Kendrapara, Jajpur, Puri, Bolangir, Sonepur, Kalahandi, Rayagada, Gajapati, Baragarh, Koraput, Nayagarh, Ganjam, Angul districts (Orissa province)",NA,NA,117900,"Flood","Riverine flood","--",867,3267183,169000,NA,"2003-0683",91.7346,25.0509
"52","20-6-2004","/08/2004",2004,"India","Darbhanga, Madhubani, Sitamarhi, Banka, Bhagalpur, Muzaffarpur, Sheohar districts (Bihar province), West Tripura, South Tripura districts (Tripura province), Kamrup, Nalbari, Darrang, Sonitpur, Dhemaji, Lakhimpur districts (Assam province), Gujarat, Jammu and Kashmir provinces",NA,NA,80590,"Flood","Riverine flood","--",47,16000000,2500000,NA,"2004-0298",237.241,26.4105
"53","1-8-2004","8-9-2004",2004,"India","Uttarakhand, Gujarat, Maharashtra, Punjab, Haryana, Rajasthan provinces",NA,NA,2400,"Flood","Riverine flood","--",99,35000,276000,NA,"2004-0734",237.241,26.4105
"54","28-6-2005","15-7-2005",2005,"India","Surat, Valsad, Navsari, Bharuch, Vadodara, Surendranagar, The Dangs, Ahmedabad, Anand, Kheda, Amreli, Bhavnagar, Junagadh, Rajkot, Narmada, Jamnagar, Gandhinagar, Sabarkantha districts (Gujarat province)",NA,NA,93202.05,"Flood","Riverine flood","--",827,1200,2300000,156000,"2005-0335",240.301,27.1127
"55","26-6-2005","29-6-2005",2005,"India","Sangla, Kalpa, Yangthang, Sumdo, Khab, Karcham, Leo, Akpa, Kharo villages (Kinnaur district, Himachal Pradesh province), Rampur Bushahr village (Shimla district, Himachal Pradesh province), Kullu, Bilaspur, Mandi districts (Himachal Pradesh)",NA,NA,6530,"Flood","Riverine flood","Broken Dam/Burst bank",239,4000065,23000,NA,"2005-0361",127.736,30.3993
"56","24-7-2005","5-8-2005",2005,"India","Gujarat, Madhya Pradesh, Maharashtra, Goa, Orissa, Karnataka, Himachal Pradesh, Jammu and Kashmir provinces",NA,NA,35550,"Flood","Riverine flood","Slide (land, mud, snow, rock)",200,32704000,3330000,844000,"2005-0409",178.014,26.9007
"57","14-9-2005","20-9-2005",2005,"India","Raj Nandgaon, Durg districts (Chhattisgarh province), Baleshwar, Bhadrak, Jajpur districts (Orissa province), Bhandara, Gondiya, Nagpur districts (Maharashtra province), Balaghat, Katni, Jabalpur, Seoni districts (Madhya Pradesh province)",NA,NA,312900,"Flood","Riverine flood","Broken Dam/Burst bank",3800,252016,420000,NA,"2005-0541",205.652,26.6121
"58","21-10-2005","24-10-2005",2005,"India","East Midnapore, South 24 Parganas, Barddhaman, Nadia districts (West Bengal province), Baleshwar district (Orissa province)",NA,NA,29110,"Flood","Riverine flood","--",500,3000,117000,NA,"2005-0599",92.0143,24.7613
"59","28-7-2006","12-9-2006",2006,"India","Andhra Pradesh, Gujarat, Maharashtra, Chhattisgarh, Rajasthan, Madhya Pradesh, Orissa, Karnataka provinces",20.19,73.82,165400,"Flood","Riverine flood","Slide (land, mud, snow, rock)",210,3000000,3390000,407000,"2006-0417",245.909,26.4473
"60","22-9-2007","3-10-2007",2007,"India","Baleshwar, Kendrapara, Bhadrak, Jagatsinghpur, Jajpur, Mayurbhanj, Khordha, Cuttack, Puri, Kandhamal districts (Orissa province), Kolkata, South 24 Parganas, East Midnapore, West Midnapore, Hughli districts (West Bengal province)",20.91,86.4,72010,"Flood","Coastal flood","--",245,42000000,275000,NA,"2007-0467",190.599,26.797
"61","16-7-2007","20-7-2007",2007,"India","Kerala province",10.39,76.31,21120,"Flood","Riverine flood","--",100,100000,101151,NA,"2007-0603",224.546,27.4781
"62","20-3-2008","28-3-2008",2008,"India","Tamil Nadu, Karnataka provinces",10.76,78.72,144300,"Flood","--","--",3800,400000,2000,NA,"2008-0130",16.6364,24.7969
"63","11-6-2008","21-7-2008",2008,"India","Lakhimpu, Dhemaji, Sonitpur districts (Assam province), West Bengal, Orissa, Bihar, Gujarat, Goa, Haryana, Kerala, Karnataka, Maharastra, Madhya Pradesh, Punjab, Rajasthan, Uttar Pradesh, Tamil Nadu, Arunachal Pradesh, Uttarakhand, Jharkhand provinces",25.18,91.54,350600,"Flood","Flash flood","Slide (land, mud, snow, rock)",210,10225000,123000,NA,"2008-0246",226.076,27.1237
"64","30-8-2008","8-9-2008",2008,"India","Muzaffarpur, Supaul, Patna, Katihar, Nalanda, Araria, Pashchim Champaran, Sheikhpura, Saharsa, Purnia, Saran, Begusarai, Bhagalpur, Madhepura, Vaishali, Khagaria districts (Bihar province), Assam province",22044,94.55,80590,"Flood","Riverine flood","Broken Dam/Burst bank",6,2600000,20000,NA,"2008-0486",155.516,26.4732
"65","/07/2009","/09/2009",2009,"India","Bihar, Orissa, West Bengal, Assam, Kerala, Gujarat, Karnataka provinces",NA,NA,762900,"Flood","Riverine flood","--",21,500,220000,NA,"2009-0409",153.042,26.954
"66","25-9-2009","12-10-2009",2009,"India","Belgaum, Gulbarga, Bijapur, Raichur, Dharwad, Bagalkot, Bellary, Koppal, Haveri, Bidar, Gadag, Davanegere, Uttar Kannand, Dakshin Kannad districts (Karnataka province), Kurnool, Mahbubnagar, Karimnagar, Anantapur, Krishna, Cuddapah, Guntur, Khammam, Nalgonda districts (Andhra Pradesh province), Maharashtra province",15.71,78.23,309700,"Flood","Riverine flood","--",51,1010000,2150000,51000,"2009-0429",58.2477,25.0814
"67","3-11-2009","8-11-2009",2009,"India","Ooty, Coonoor cities (Nilgiris district, Tamil Nadu)",11.47,77.85,35730,"Flood","Riverine flood","Slide (land, mud, snow, rock)",239,1200,64000,NA,"2009-0483",56.7554,21.8254
"68","5-7-2010","15-7-2010",2010,"India","Ambala, Kurukshetra districts (Haryana province), Punjab, Kerala provinces",30.18,74.77,147437,"Flood","Riverine flood","--",28,375000,447000,NA,"2010-0276",248.332,27.6628
"69","18-9-2010","30-9-2010",2010,"India","Almora, Naini Tal districts (Uttarakhand province), Bihar, Uttar Pradesh provinces",26.73,82.84,38537,"Flood","Riverine flood","Slide (land, mud, snow, rock)",203,10225000,1680000,NA,"2010-0492",211.738,26.552
"70","15-11-2010","7-12-2010",2010,"India","Chennai, Cuddalore, Nagapattinam, Pudukottai, Ramanthapuram, Thanjavur, Thiruvallur, Villupuram, Thoothukudi, Tirunelveli Kattabo districts (Tamil Nadu province)",9.88,78.47,57474,"Flood","Riverine flood","--",47,3000,22000,NA,"2010-0629",58.06,22.5287
"71","10-8-2011","13-9-2011",2011,"India","West Bengal province",22306,88.34,28684,"Flood","Riverine flood","--",80,650000,275000,NA,"2011-0327",186.507,26.4944
"72","23-9-2011","23-10-2011",2011,"India","Angul, Baleshwar, Baragarh, Bhadrak, Boudh, Cuttack, Deogarh, Dhenkanal, Jajpur, Jagatsinghpur, Jharsuguda, Kendrapara, Khordha, Mayurbhanj, Nayagarh, Nuapada, Puri, Sambalpur districts (Orissa province)",20651,86,27751,"Flood","Riverine flood","--",388,900000,930000,NA,"2011-0371",39.8495,25.5285
"73","5-9-2011","15-9-2011",2011,"India","Orissa province",NA,NA,6530,"Flood","Riverine flood","--",37,1886000,432000,NA,"2011-0473",186.507,26.4944
"74","15-6-2011","16-7-2011",2011,"India","Uttar Pradesh, Uttarakhand province",NA,NA,491400,"Flood","Riverine flood","--",553,1600000,20000,NA,"2011-0647",231.939,27.4064
"75","4-8-2012","9-8-2012",2012,"India","Palchan village (Kullu district, Himachal Pradesh province), Uttarkashi, Rudra Prayag, Chamoli districts (Uttarakhand province), Moradabad district (Uttar Pradesh province), Kathua village (72780 district, Jammu and Kashmir province)",301135,78.85,31390,"Flood","Riverine flood","Slide (land, mud, snow, rock)",245,2250000,110000,NA,"2012-0334",263.938,26.5802
"76","16-9-2012","18-9-2012",2012,"India","Rudra Prayag, Bageshwar districts (Uttarakhand province)",31.3,76.85,37710,"Flood","Riverine flood","Slide (land, mud, snow, rock)",284,100000,20000,NA,"2012-0354",223.025,26.5004
"77","19-9-2012","23-9-2012",2012,"India","Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Lakhimpur, Marigaon, Nagaon, Nalbari, Papum Pare, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Bhagalpur, Darbhanga, Katihar, Khagaria, Muzaffarpur, Patna, Siwan, Supaul districts (Bihar province), Sahibganj district (Jharkhand province), North Sikkim district (Sikkim province), Ballia, Bara Banki, Faizabad districts (Uttar Pradesh province), Murshidabad district (West Bengal province), West Siang, East Siang, Lohit, Papum Pare districts (Arunachal Pradesh province)",26.8,93.63,42597,"Flood","Riverine flood","Slide (land, mud, snow, rock)",388,3600000,98000,NA,"2012-0382",223.025,26.5004
"78","21-8-2012","23-8-2012",2012,"India","Himachel Pradesh province",NA,NA,6530,"Flood","Riverine flood","Slide (land, mud, snow, rock)",95,7200000,16000,NA,"2012-0584",263.938,26.5802
"79","12-6-2013","27-6-2013",2013,"India","Uttarakhand, Himachal Pradesh, Uttar Pradesh, Bihar, Karnataka, Kerala, Gujarat, West Bengal provinces",32714,76.61,131743.41,"Flood","Riverine flood","Slide (land, mud, snow, rock)",932,100000,1100000,500000,"2013-0192",223.61,28.6156
